video_id,author_username,video_description,hashtags,suggested_words,file_name
7305273374962371882,espn,It’s tough guarding Steph 😂 #nba #basketball #stephcurry #victorwembanyama ,"['nba', 'basketball', 'stephcurry', 'victorwembanyama']",,Sec2Gr3_74721.csv
7309259574001847583,morningbrew,Whats going on at Spotify?  #spotify #layoffs #parody #tech #businessnews ,"['spotify', 'layoffs', 'parody', 'tech', 'businessnews']",,Sec2Gr3_74721.csv
7304658296500260129,pinknews,"#AmericanHorrorStory actress Sarah Paulson has shared some of the sweet reasons she remains infatuated with her girlfriend of nearly nine years, Holland Taylor. The 48-year-old #TheBear star has been in a relationship with 80-year-old #twoandahalfmen actress Taylor since 2015, and they have proved endless times that they are the very definition of #queercouple goals. During an appearance on US morning show The View on Tuesday (21 November) to discuss her new Broadway show Appropriate, Paulson took a moment to open up about their romance, and what it is specifically about Taylor that she loves so much. “I am thrilled and I feel very lucky to be with a person who is smarter, wiser, wittier than I, and that just makes my life better in every possible way,” Paulson explained. “It helps me want to be a better person and a fully realised person. She just also makes me feel seen, which I think is the most important gift you can give to any person.” #sarahpaulson #hollandtaylorandsarahpaulson #hollandtaylor #lgbtnews #pinknews ","['americanhorrorstory', 'thebear', 'twoandahalfmen', 'queercouple', 'sarahpaulson', 'hollandtaylorandsarahpaulson', 'hollandtaylor', 'lgbtnews', 'pinknews']","Sarah Paulson, Holland Taylor, sarah paulson and her wife, Sarah Paulson And Holland Taylor, Sarah Paulson And Wife, Holland Taylor Young, sarah paulson movies, sarah paulson and holland taylor age gap, holland taylor movies, sarah paulson girlfriend",Sec2Gr3_74721.csv
7307359257362599214,nbcwashington,"As the winds whipped up and the temperatures plunged Monday night, thieves saw a good opportunity to steal some of those expensive coats. In 48 hours, coats worth more than $1,000 each were taken at gunpoint three times, D.C. police said. Gunmen got away with coats on Nebraska Avenue near American University, in Kalorama and near Logan Circle. In that case, the victim told police the gunmen pulled up in a silver sedan and took his black Moncler jacket worth $1,800. #DC #WashingtonDC #DistrictofColumbia #DMVnews #CanadaGoose #CanadaGooseJacket #MonclerJacket #WinterCoats","['dc', 'washingtondc', 'districtofcolumbia', 'dmvnews', 'canadagoose', 'canadagoosejacket', 'monclerjacket', 'wintercoats']",,Sec2Gr3_74721.csv
7307285645888638250,msnbc,Fox News' Jesse Watters criticized President Joe Biden for using a straw.,[],"jesse watters straw, joe biden straw, jesse waters, fox news straw, Jesse, jesse watters biden, Straw Cap, biden straw, joe biden used a straw, Straw Covers",Sec2Gr3_74721.csv
7301116091689045294,hollywoodreporter,author of #thehungergames #suzannecollins poses on the red carpet at the premiere ,"['thehungergames', 'suzannecollins']",,Sec2Gr3_74721.csv
7187831351863741701,c4news,UCAS gets rid of personal statements for university admissions. #ucas #university #c4news #channel4news,"['ucas', 'university', 'c4news', 'channel4news']",,Sec2Gr3_74721.csv
7301148849052192042,varietymagazine,"#RachelZegler  talks about her first day playing Lucy Gray Baird in #HungerGames  film ""The Ballad of Songbirds and Snakes.""","['rachelzegler', 'hungergames']",,Sec2Gr3_74721.csv
7282840229529013547,ajplus,You know who can’t access Jamaica’s white-sand beaches? Jamaicans.  #VisitJamaica #Jamaica #TravelJamaica #Caribbean #Vacation ,"['visitjamaica', 'jamaica', 'traveljamaica', 'caribbean', 'vacation']","Jamaica, jamaica beaches, Caribbean, Caribbean Vacation, tourism in the caribbean, Vacation Travel, Caribbean Beaches, Tourism, Travel And Vacation, vacation",Sec2Gr3_74721.csv
7304676813706431790,btnewsroom,BREAKING: Several pro-Palestine activists were arrested for staging a sit-in on the march route of the Macy’s Thanksgiving Day parade in New York City #palestine ,['palestine'],,Sec2Gr3_74721.csv
7298206039936257326,nbcsports,Joe Burrow speaks on the current state of this Bengals team. #bengals #joeburrow #nfl #nflfootball ,"['bengals', 'joeburrow', 'nfl', 'nflfootball']",,Sec2Gr3_74721.csv
7299491641176624430,nfl,writing these down brb 😂 #joeburrow #cincinnatibengals #nfl #micdup ,"['joeburrow', 'cincinnatibengals', 'nfl', 'micdup']","Joe Burrow, nfl play calling, joe burrow mic'd up, bengals, joe burrow edits, longest nfl play call, patrick mahomes play call, football play calling, joe burrow injury, qb play calls",Sec2Gr3_74721.csv
7299906638071254314,btnewsroom,"Thousands of Egyptian fans of the Al-Ahly Football Club, based out of Cairo, chant in solidarity with Palestine. #Palestine #StandWithPalestine #FreePalestine #Gaza #Egypt ","['palestine', 'standwithpalestine', 'freepalestine', 'gaza', 'egypt']",,Sec2Gr3_74721.csv
7302174593232424198,ctvnews,"Security camera footage shows the moment a deer crashed through a restaurant window in Martin, Tennessee, on November 13.   Video shared by the restaurant owner, shows the deer crashing through the window, and scattering shards of glass onto the diners. The deer runs through the restaurant as shocked wait staff give way, allowing the deer to run out through the back door.   A teen sitting by the window suffered an injury in the incident and received 11 stitches at a nearby hospital, according to reports.   🎥: The Grind via Storyful #deer #animal #caughtoncamera #wildanimals #restaurant #window #dinner #tennessee #securitycamera #news #ctvnews ","['deer', 'animal', 'caughtoncamera', 'wildanimals', 'restaurant', 'window', 'dinner', 'tennessee', 'securitycamera', 'news', 'ctvnews']",,Sec2Gr3_74721.csv
7143655386845990190,hollywoodreporter,#balladsofsongbirdsandsnakes star #rachelzegler talks about the dynamic of working on the #hungergames prequel,"['balladsofsongbirdsandsnakes', 'rachelzegler', 'hungergames']",,Sec2Gr3_74721.csv
7302456252372716830,nowthis,"‘It feels like I’m finally showing the world the person that I’ve always been’ — Bernadette ‘Bernie’ Wagenblast, the iconic voice behind the NYC subway system, opens up about finding her voice through her gender transition #SEEN #nyctrain #subway #bernadettewagenblast ","['seen', 'nyctrain', 'subway', 'bernadettewagenblast']",,Sec2Gr3_74721.csv
7301769517041126702,nbcnews,A boat transporting tourists from #ParadiseIsland to #BlueLagoon Island started to sink in the #Bahamas.,"['paradiseisland', 'bluelagoon', 'bahamas.']",,Sec2Gr3_74721.csv
7296577583070858542,bleacherreport,4 jerseys in one game is WILD 🤯  (Via @NFL)  #nfl #nflfootball #football #cowboys #dallascowboys ,"['nfl', 'nflfootball', 'football', 'cowboys', 'dallascowboys']","emmitt smith breaks record, emmit smith, emmitt smith highlights, Football, NFL Football, cowboys, NFL, Dallas Cowboys Football, emmit smith rushing record, football jerseys",Sec2Gr3_74721.csv
7299790140522712353,middleeasteye,"“We are at 10,000 dead Palestinians. How many will be enough?” Florida state representative Angie Nixon delivered an emotional speech calling for a ceasefire in Gaza in the Florida House of Representatives. Nixon asked how many dead Palestinians would be enough, to which Republican representative Michelle Salzman can be heard saying “all of them”.",[],,Sec2Gr3_74721.csv
